State,County,Facility_N,Facility_T,Owner,Latitude,Longitude,Functional
Central Equatoria,Terekeka,Kawari PHCU,PHCU,MoH,5.39385,31.10922,Non Functional
Central Equatoria,Terekeka,Rijong PHCU,PHCU,MoH,5.39385,31.16922,Functional
Central Equatoria,Terekeka,Jobem PHCU,PHCU,MoH,5.38353,31.64775,Functional
Central Equatoria,Terekeka,Wanyang PHCU,PHCU,MoH,5.38251,31.68027,Functional
Central Equatoria,Terekeka,Lojora PHCU,PHCU,MoH,5.38218,31.68012,Functional
Central Equatoria,Terekeka,Kwori PHCU,PHCU,MoH,5.343835,31.11371,Functional
Central Equatoria,Terekeka,Moridi PHCU,PHCU,MoH,5.337992,31.702982,Functional
Central Equatoria,Terekeka,Nyori PHCU_Nyori,PHCU,MoH,5.31776,31.7068,Functional
Central Equatoria,Terekeka,Jonkok PHCU,PHCU,MoH,5.29163,31.02493,Functional
Central Equatoria,Terekeka,Lojora PHCU,PHCU,MoH,5.278201,31.726257,Functional
Central Equatoria,Yei,Angebi PHCU,PHCU,MoH,4.60881,29.97756,Functional
Central Equatoria,Yei,Dukudu-Olo,PHCC,MoH,4.590713,29.86362,Functional
Central Equatoria,Yei,Tore PHCC,PHCC,MoH,4.49133,30.16275,Functional
Central Equatoria,Yei,Kundru PHCU,PHCU,MoH,4.39805,30.21588,Functional
Central Equatoria,Yei,Lorumba PHCU,PHCU,MoH,4.342241,30.24628,Functional
Central Equatoria,Yei,Bandame PHCU,PHCU,MoH,4.32303,30.28638,Functional
Central Equatoria,Yei,Mapako PHCU,PHCU,MoH,4.22541,30.53754,Functional
Central Equatoria,Yei,Goli PHCU,PHCU,MoH,4.20158,30.44958,Functional
Central Equatoria,Yei,Pisak PHCU,PHCU,MoH,4.15092,30.52611,Functional
Central Equatoria,Yei,Kirikwa PHCU,PHCU,MoH,4.14312,30.42503,Functional
Central Equatoria,Yei,Yr Logo 1 PHCU,PHCU,MoH,4.141713,30.563974,Functional
Central Equatoria,Yei,Minyori PHCU,PHCU,MoH,4.12528,30.62005,Functional
Central Equatoria,Yei,Logobero PHCU,PHCU,MoH,4.12449,30.66957,Functional
Central Equatoria,Yei,Gimunu PHCU,PHCU,MoH,4.12348,30.76824,Functional
Central Equatoria,Yei,St. Bakhita PHCC,PHCC,MoH,4.103195,30.632383,Functional
Central Equatoria,Yei,Espiscapal Church,PHCU,Mission-NGO,4.094852,30.665444,Functional
Central Equatoria,Yei,St Martha PHCU,PHCU,MoH,4.092332,30.676506,Functional
Central Equatoria,Yei,Yei Civil Hospital,County Hospital,MoH,4.089201,30.673471,Functional
Central Equatoria,Yei,Yei River PHCC,PHCC,MoH,4.088121,30.675151,Functional
Central Equatoria,Yei,Rwonyi PHCU,PHCU,MoH,4.05589,30.71496,Functional
Central Equatoria,Yei,Kergulu PHCU,PHCU,MoH,4.051935,30.612645,Functional
Central Equatoria,Yei,Kagelu PHCU,PHCU,MoH,4.05175,30.61205,Functional
Central Equatoria,Yei,Pakula PHCU,PHCU,MoH,4.04056,30.87171,Functional
Central Equatoria,Yei,Abegi PHCU,PHCU,MoH,4.01313,30.56462,Functional
Central Equatoria,Yei,Goja PHCU,PHCU,MoH,4.0064,30.63631,Functional
Central Equatoria,Yei,Rubeke PHCU,PHCU,MoH,3.97912,30.54286,Functional
Central Equatoria,Yei,Robeke PHCU,PHCU,MoH,3.977,30.538583,Functional
Central Equatoria,Yei,Mitika PHCU,PHCU,MoH,3.95822,30.50643,Functional
Central Equatoria,Yei,Payawa PHCU,PHCU,MoH,3.95375,30.7392,Functional
Central Equatoria,Yei,Lasu PHCC,PHCC,MoH,3.94984,30.46705,Functional
Central Equatoria,Yei,Yr Morsak PHCU,PHCU,MoH,3.94128,30.61098,Functional
Central Equatoria,Yei,Undukori PHCU,PHCU,MoH,3.94013,30.6901,Functional
Central Equatoria,Yei,Nyori PHCU_Lasu,PHCU,MoH,3.94012,30.42391,Functional
Central Equatoria,Yei,Agonyakiri PHCU,PHCU,MoH,3.92847,30.51439,Functional
Central Equatoria,Yei,Mongo PHCU,PHCU,MoH,3.90436,30.61155,Functional
Central Equatoria,Yei,Mugwo PHCC,PHCC,MoH,3.889823,30.74011,Functional
Central Equatoria,Yei,Ombasi PHCC,PHCC,MoH,3.88881,30.60794,Functional
Central Equatoria,Yei,Wadupe PHCU,PHCU,MoH,3.88672,30.7075,Functional
Central Equatoria,Yei,Latta PHCU,PHCU,MoH,3.87902,30.55857,Functional
Central Equatoria,Yei,Kajiko PHCU,PHCU,MoH,3.8512,30.59903,Functional
Central Equatoria,Yei,Kejiko PHCU,PHCU,MoH,3.841414,30.604427,Functional
Central Equatoria,Yei,Liggi PHCU,PHCU,MoH,3.836474,30.770732,Functional
Central Equatoria,Yei,Libogo PHCU,PHCU,MoH,3.822176,30.595154,Functional
Central Equatoria,Yei,Senema PHCU,PHCU,MoH,3.815104,30.572809,Functional
Central Equatoria,Yei,Jombu PHCU,PHCU,MoH,3.8114,30.78049,Functional
Eastern Equatoria,Budi,Chawa PHCU,PHCU,MoH,4.73338,33.24401,Functional
Eastern Equatoria,Budi,Kimotong PHCC,PHCC,MoH,4.6849,33.26397,Functional
Eastern Equatoria,Budi,Kidepo PHCU,PHCU,MoH,4.660171,33.157731,Non functional
Eastern Equatoria,Budi,Loriyok PHCU,PHCU,MoH,4.51921,33.32309,Functional
Eastern Equatoria,Budi,Haliba PHCU,PHCU,MoH,4.45161,33.4448,Functional
Eastern Equatoria,Budi,Kibogoro PHCU,PHCU,MoH,4.40211,33.52178,Non functional
Eastern Equatoria,Budi,Frak-Sika PHCU,PHCU,MoH,4.38266,33.34868,Functional
Eastern Equatoria,Budi,Lohidele PHCU,PHCU,MoH,4.379767,33.384366,Functional
Eastern Equatoria,Budi,Loming PHCU,PHCU,MoH,4.365062,33.672132,Functional
Eastern Equatoria,Budi,Napep PHCU,PHCU,MoH,4.35237,33.54916,Functional
Eastern Equatoria,Budi,Tulugi PHCU,PHCU,MoH,4.35017,33.62521,Functional
Eastern Equatoria,Budi,Lauro PHCC,PHCC,MoH,4.33987,33.67459,Non Functional
Eastern Equatoria,Budi,Nathilani PHCU,PHCU,MoH,4.334458,33.679093,Functional
Eastern Equatoria,Budi,Kapeta PHCU,PHCU,MoH,4.3092,33.64248,Functional
Eastern Equatoria,Budi,Lojiong PHCU,PHCU,MoH,4.28673,33.43199,Functional
Eastern Equatoria,Budi,Nagishot PHCU,PHCU,MoH,4.26734,33.56633,Functional
Eastern Equatoria,Budi,Mangalla PHCU,PHCU,MoH,4.26094,33.18783,Functional
Eastern Equatoria,Budi,Ngatuba PHCU,PHCU,MoH,4.25673,33.69916,Functional
Eastern Equatoria,Budi,Npa Chukudum Hospital,County Hospital,MoH,4.25611,33.45611,Functional
Eastern Equatoria,Budi,Komiri PHCC,PHCC,MoH,4.23237,33.49284,Functional
Eastern Equatoria,Budi,Kathac PHCU,PHCU,MoH,4.22797,33.48606,Functional
Eastern Equatoria,Budi,Lokidele PHCU,PHCC,MoH,4.22455,33.55291,Non Functional
Eastern Equatoria,Budi,Kadumakuc PHCU,PHCU,MoH,4.21664,33.59991,Functional
Eastern Equatoria,Budi,Lorema PHCC,PHCC,MoH,4.16063,33.66069,Functional
Eastern Equatoria,Budi,Kikilai PHCU,PHCU,MoH,4.13318,33.6022,Functional
Eastern Equatoria,Budi,New Cush PHCU,PHCU,MoH,4.105927,33.841816,Functional
Eastern Equatoria,Budi,Piobokoi PHCU,PHCU,MoH,4.08498,33.75889,Functional
Eastern Equatoria,Ikotos,Ramula Boma PHCU,PHCU,MoH,4.087971,33.245761,Non Functional
Eastern Equatoria,Ikotos,Lobira PHCU,PHCU,MoH,4.39638,33.06069,Functional
Eastern Equatoria,Ikotos,Ogire PHCU,PHCU,MoH,4.35955,32.551283,Non functional
Eastern Equatoria,Ikotos,Chahare PHCC,PHCC,MoH,4.28959,33.14447,Functional
Eastern Equatoria,Ikotos,Offiriha Torit PHCU_Ikotos,PHCU,MoH,4.28007,33.06966,Functional
Eastern Equatoria,Ikotos,Lofi PHCU,PHCC,MoH,4.22806,32.98518,Non Functional
Eastern Equatoria,Ikotos,Lodurumo PHCU,PHCU,MoH,4.224167,33.19445,Functional
Eastern Equatoria,Ikotos,Chorocol Boma PHCU,PHCC,MoH,4.22344,33.19469,Non Functional
Eastern Equatoria,Ikotos,Lodwara PHCU,PHCU,MoH,4.19423,33.20613,Non Functional
Eastern Equatoria,Ikotos,Umma PHCU,PHCU,MoH,4.1743,33.01916,Functional
Eastern Equatoria,Ikotos,Huma PHCU,PHCU,MoH,4.17291,33.020574,Non functional
Eastern Equatoria,Ikotos,Imotong PHCC,PHCC,MoH,4.17102,32.8418,Functional
Eastern Equatoria,Ikotos,Imilai PHCU,PHCU,MoH,4.167424,32.865797,Functional
Eastern Equatoria,Ikotos,Nalingaro PHCU,PHCU,MoH,4.16042,33.63952,Non functional
Eastern Equatoria,Ikotos,Okorohore PHCC,PHCC,MoH,4.15718,33.16964,Functional
Eastern Equatoria,Ikotos,Ofiri PHCU,PHCU,MoH,4.139698,33.057177,Functional
Eastern Equatoria,Ikotos,Momoria PHCU,PHCU,MoH,4.11233,33.08526,Functional
Eastern Equatoria,Ikotos,lomwoo PHCU,PHCU,MoH,4.0844,32.93539,Functional
Eastern Equatoria,Ikotos,Lomwoo PHCU,PHCU,MoH,4.0844,32.93539,Functional
Eastern Equatoria,Ikotos,Ikwoto PHCC,PHCC,MoH,4.0797,33.09858,Functional
Eastern Equatoria,Ikotos,Lorima PHCC,PHCC,MoH,4.06473,33.157,Non Functional
Eastern Equatoria,Ikotos,Loboya PHCU,PHCU,MoH,4.05459,32.97395,Functional
Eastern Equatoria,Ikotos,Gilo PHCU,PHCU,MoH,4.046413,32.833867,Functional
Eastern Equatoria,Ikotos,Hatire PHCC,PHCC,MoH,4.033623,32.823727,Functional
Eastern Equatoria,Ikotos,Logire Hutuk Hingya PHCU_Ikotos,PHCU,MoH,4.014976,33.021085,Functional
Eastern Equatoria,Ikotos,CHilok PHCU,PHCU,MoH,3.9924,33.05,Non functional
Eastern Equatoria,Ikotos,Ngaluma PHCU,PHCU,MoH,3.97988,33.06697,Functional
Eastern Equatoria,Ikotos,Ngaluma PHCU,PHCU,MoH,3.979733,33.006667,Functional
Eastern Equatoria,Ikotos,Lotome PHCU,PHCU,MoH,3.97491,33.44999,Functional
Eastern Equatoria,Ikotos,Nakoringole PHCU,PHCU,MoH,3.86298,33.47628,Functional
Eastern Equatoria,Ikotos,Bira PHCC,PHCC,MoH,3.83313,33.58209,Functional
Eastern Equatoria,Ikotos,Ateda PHCU,PHCU,MoH,3.83295,33.4615,Functional
Eastern Equatoria,Ikotos,Tseretenya PHCU,PHCU,MoH,3.83168,33.22004,Functional
Eastern Equatoria,Ikotos,Longario PHCU,PHCU,MoH,3.83084,33.56625,Non Functional
Eastern Equatoria,Ikotos,Lopus PHCU,PHCU,MoH,3.80408,33.43435,Functional
Eastern Equatoria,Ikotos,Lofulung PHCU,PHCU,MoH,3.802375,33.432875,Functional
Eastern Equatoria,Ikotos,Offiriha PHCU,PHCU,MoH,0,0,Non functional
Eastern Equatoria,Kapoeta East,Kuron Phc,PHCC,MoH,5.70488,34.56504,Functional
Eastern Equatoria,Kapoeta East,Good Shephard PHCC,PHCC,MoH,5.49867,34.77216,Functional
Eastern Equatoria,Kapoeta East,Nanyangachor PHCU,PHCU,MoH,5.49,34.81,Functional
Eastern Equatoria,Kapoeta East,Namorupus PHCU,PHCU,MoH,5.47083,34.64701,Functional
Eastern Equatoria,Kapoeta East,Jie PHCU,PHCU,MoH,5.39093,33.69116,Non Functional
Eastern Equatoria,Kapoeta East,Lotimor PHCU,PHCU,MoH,5.310038,35.074905,Functional
Eastern Equatoria,Kapoeta East,Mogosa PHCC,PHCC,MoH,5.12477,33.7906,Functional
Eastern Equatoria,Kapoeta East,Nasigirate PHCU,PHCU,MoH,4.97525,33.69908,Functional
Eastern Equatoria,Kapoeta East,Nachukut PHCU,PHCU,MoH,4.90967,33.9649,Functional
Eastern Equatoria,Kapoeta East,Naliel PHCU,PHCU,MoH,4.8233,34.22006,Functional
Eastern Equatoria,Kapoeta East,Kalupe PHCU,PHCU,MoH,4.7763,33.80437,Functional
Eastern Equatoria,Kapoeta East,Kaludo PHCU,PHCU,MoH,4.73727,34.1,Functional
Eastern Equatoria,Kapoeta East,Logire Hutuk Hingya PHCU_Kapoeta,PHCU,MoH,4.70385,33.91146,Functional
Eastern Equatoria,Kapoeta East,Kalacha PHCU,PHCU,MoH,4.6822,34.1065,Functional
Eastern Equatoria,Kapoeta East,Lowoyakali PHCU,PHCU,MoH,4.67819,33.81587,Functional
Eastern Equatoria,Kapoeta East,Napotpot (Loburi) PHCU,PHCU,MoH,4.62665,33.89911,Functional
Eastern Equatoria,Kapoeta East,Loolim PHCU,PHCU,MoH,4.58788,34.04496,Non Functional
Eastern Equatoria,Kapoeta East,Narus PHCC Dot,PHCC,MoH,4.50478,34.17014,Functional
Eastern Equatoria,Kapoeta East,Smc-Narus PHCC,PHCC,Mission-NGO,4.50338,34.16179,Functional
Eastern Equatoria,Kapoeta East,Nadapal PHCU,PHCU,MoH,4.448731,34.184503,Functional
Eastern Equatoria,Kapoeta East,New Site Wodran PHCC,PHCC,MoH,4.25042,34.00154,Functional
Eastern Equatoria,Kapoeta East,Natinga PHCU,PHCU,MoH,4.19608,33.94535,Non Functional
Eastern Equatoria,Kapoeta East,Lobwaya PHCU,PHCU,MoH,4.050291,32.977566,Non functional
Eastern Equatoria,Kapoeta North,Namonichek PHCU,PHCU,MoH,5.2795,33.39236,Functional
Eastern Equatoria,Kapoeta North,Mogos PHCU,PHCU,MoH,5.267482,33.771244,Functional
Eastern Equatoria,Kapoeta North,Mossigo PHCU,PHCU,MoH,5.267482,33.771244,Functional
Eastern Equatoria,Kapoeta North,Naminitoit  PHCU,PHCU,MoH,5.201201,33.514152,Functional
Eastern Equatoria,Kapoeta North,Lokoges PHCU,PHCU,MoH,5.193132,33.499756,Functional
Eastern Equatoria,Kapoeta North,Wokobu PHCU,PHCU,MoH,5.1397,33.51597,Non Functional
Eastern Equatoria,Kapoeta North,"Nakwa PHCU, Khor Komuge",PHCU,MoH,5.06715,33.55346,Functional
Eastern Equatoria,Kapoeta North,Lopetet PHCU,PHCU,MoH,5.011983,33.514405,Functional
Eastern Equatoria,Kapoeta North,Kibak PHCU,PHCU,MoH,4.995578,33.579274,Functional
Eastern Equatoria,Kapoeta North,Chumatori PHCU,PHCU,MoH,4.91333,33.55849,Functional
Eastern Equatoria,Kapoeta North,Lomeyan North PHCU,PHCU,MoH,4.90765,33.45101,Functional
Eastern Equatoria,Kapoeta North,Riwoto PHCC,PHCC,MoH,4.88217,33.50584,Functional
Eastern Equatoria,Kapoeta North,Lokwamor PHCU,PHCU,MoH,4.86158,33.48222,Non Functional
Eastern Equatoria,Kapoeta North,Paringa PHCU,PHCU,MoH,4.84784,33.56327,Functional
Eastern Equatoria,Kapoeta South,Kapoeta Civil Hospital,County Hospital,MoH,4.77239,33.59156,Functional
Eastern Equatoria,Kapoeta South,Longeleya PHCU,PHCU,MoH,4.763125,33.593528,Functional
Eastern Equatoria,Kapoeta South,Hope for south sudan PHCU,PHCU,MoH,4.759956,33.567357,Functional
Eastern Equatoria,Kapoeta South,Kapoeta Misson Hospital,PHCC,Mission-NGO,4.74388,33.60121,Functional
Eastern Equatoria,Kapoeta South,Normeca State Hosp,State Hospital,MoH,4.725,33.53152,Non Functional
Eastern Equatoria,Kapoeta South,Nalingaro PHCU,PHCU,MoH,4.72135,33.62111,Non Functional
Eastern Equatoria,Kapoeta South,Nachilagur PHCU,PHCU,MoH,4.699255,33.566159,Functional
Eastern Equatoria,Kapoeta South,Namoroyang PHCU,PHCU,MoH,4.62594,33.65683,Non Functional
Eastern Equatoria,KapoetaSouth,Nakware PHCU,PHCU,MoH,0,0,Non Functional
Eastern Equatoria,Lafon,Wipuboy PHCU,PHCU,MoH,5.10896,32.46093,Functional
Eastern Equatoria,Lafon,Wipuboy PHCU,PHCU,MoH,5.10896,32.46093,Functional
Eastern Equatoria,Lafon,Taar PHCU,PHCU,MoH,5.105477,32.478825,Functional
Eastern Equatoria,Lafon,Nyidida PHCU,PHCU,MoH,5.101959,32.468642,Functional
Eastern Equatoria,Lafon,Aromo PHCU,PHCU,MoH,5.10115,32.48079,Functional
Eastern Equatoria,Lafon,Aromu PHCU,PHCU,MoH,5.10115,32.48079,Non functional
Eastern Equatoria,Lafon,Bura pHCU,PHCU,MoH,5.09455,32.48084,Functional
Eastern Equatoria,Lafon,ugwi-malnyang PHCU,PHCU,MoH,5.04303,32.39138,Functional
Eastern Equatoria,Lafon,Malnyang PHCU,PHCU,MoH,5.04303,32.39138,Non Functional
Eastern Equatoria,Lafon,Lafon PHCC_1,PHCC,MoH,5.03039,32.476115,Functional
Eastern Equatoria,Lafon,Adeba PHCU,PHCU,MoH,5.00959,32.39547,Functional
Eastern Equatoria,Lafon,Ukwanya PHCU,PHCU,MoH,5.006784,32.395491,Non functional
Eastern Equatoria,Lafon,Bule PHCU,PHCU,MoH,5.003,32.45,Functional
Eastern Equatoria,Lafon,Kujikor PHCU,PHCU,MoH,4.95679,32.42887,Functional
Eastern Equatoria,Lafon,Amiru PHCU,PHCU,MoH,4.954039,32.429706,Non functional
Eastern Equatoria,Lafon,Kuji PHCU,PHCU,MoH,4.954029,32.428705,Functional
Eastern Equatoria,Lafon,Harihlo PHCU,PHCU,MoH,4.91314,32.67718,Non functional
Eastern Equatoria,Lafon,Longiro PHCU,PHCU,MoH,4.897284,32.602737,Functional
Eastern Equatoria,Lafon,Locharok PHCU,PHCU,MoH,4.86697,32.70185,Functional
Eastern Equatoria,Lafon,Lacharok PHCU,PHCU,MoH,4.866792,32.701653,Functional
Eastern Equatoria,Lafon,Loganawati PHCU,PHCU,MoH,4.84137,32.69088,Functional
Eastern Equatoria,Lafon,longnawati PHCU,PHCU,MoH,4.838834,32.689559,Functional
Eastern Equatoria,Lafon,Kaba - Haba PHCU,PHCU,MoH,4.83781,32.62203,Functional
Eastern Equatoria,Lafon,Haba PHCU,PHCU,MoH,4.83773,32.636478,Functional
Eastern Equatoria,Lafon,Payira PHCU,PHCU,MoH,4.808169,32.475595,Functional
Eastern Equatoria,Lafon,Lwala PHCU,PHCU,MoH,4.807492,32.476966,Functional
Eastern Equatoria,Lafon,Pachidi PHCU,PHCU,MoH,4.80568,32.47657,Functional
Eastern Equatoria,Lafon,Mura Lopit PHCU,PHCU,MoH,4.79478,32.72497,Functional
Eastern Equatoria,Lafon,Mura Lopit PHCU,PHCU,MoH,4.79478,32.72497,Functional
Eastern Equatoria,Lafon,Longiro PHCU,PHCU,MoH,4.78893,32.6278,Functional
Eastern Equatoria,Lafon,Upuo PHCU,PHCU,MoH,4.786842,32.432237,Functional
Eastern Equatoria,Lafon,Upuo PHCU,PHCC,MoH,4.78606,32.43223,Non Functional
Eastern Equatoria,Lafon,Imehejek PHCC_1,PHCC,MoH,4.78175,32.76149,Functional
Eastern Equatoria,Lafon,Ungebe PHCU,PHCU,MoH,4.76284,32.46926,Functional
Eastern Equatoria,Lafon,Ungebe PHCU,PHCU,MoH,4.76284,32.46926,Functional
Eastern Equatoria,Lafon,Imehejek PHCU_2,PHCU,MoH,4.76025,32.760483,Functional
Eastern Equatoria,Lafon,Idali PHCU,PHCU,MoH,4.7076,32.68622,Functional
Eastern Equatoria,Lafon,Imuluha PHCU,PHCU,MoH,4.70399,32.77608,Non functional
Eastern Equatoria,Lafon,Idali PHCU,PHCU,MoH,4.70395,32.68326,Functional
Eastern Equatoria,Lafon,Ibele PHCU,PHCU,MoH,4.67985,32.76059,Functional
Eastern Equatoria,Lafon,Ibele PHCU,PHCU,MoH,4.679732,32.760907,Non functional
Eastern Equatoria,Lafon,Lelang - Ohilang PHCU,PHCU,MoH,4.67452,32.78067,Functional
Eastern Equatoria,Lafon,Ibonni PHCU,PHCU,MoH,4.661957,32.796646,Functional
Eastern Equatoria,Lafon,Iboni  PHCU,PHCU,MoH,4.661957,32.796646,Functional
Eastern Equatoria,Lafon,Lohotuk Aic PHCC,PHCC,MoH,4.642398,32.85622,Functional
Eastern Equatoria,Lafon,AIC Lohutok PHCU,PHCU,MoH,4.64,32.854,Functional
Eastern Equatoria,Lafon,Lalanga PHCU,PHCU,MoH,4.59091,32.90335,Functional
Eastern Equatoria,Lafon,lalanga PHCU,PHCU,MoH,4.590807,32.903159,Functional
Eastern Equatoria,Lafon,Loming PHCU,PHCU,MoH,4.52279,32.92991,Functional
Eastern Equatoria,Lafon,Emedu PHCU,PHCU,MoH,0,0,Functional
Eastern Equatoria,Magwi,Mugali PHCU,PHCU,MoH,3.566732,32.197628,Functional
Eastern Equatoria,Magwi,Ofirika PHCU,PHCU,MoH,4.199489,32.193426,Non Functional
Eastern Equatoria,Magwi,Agoro PHCU,PHCU,MoH,4.269898,32.171954,Functional
Eastern Equatoria,Magwi,Omeo PHCU,PHCU,MoH,4.20987,32.24769,Functional
Eastern Equatoria,Magwi,Magwi Health Center,PHCC,MoH,4.13566,32.30088,Functional
Eastern Equatoria,Magwi,Palonganyi PHCU,PHCU,MoH,4.12706,32.31664,Non Functional
Eastern Equatoria,Magwi,Magwi  CDOT PHCU,PHCU,MoH,4.12293,32.30432,Functional
Eastern Equatoria,Magwi,Magwi Dot PHCC,PHCC,MoH,4.12293,32.30432,Non Functional
Eastern Equatoria,Magwi,Maji PHCU,PHCU,MoH,4.09071,32.20872,Functional
Eastern Equatoria,Magwi,Abara PHCU,PHCU,MoH,4.082771,32.180337,Functional
Eastern Equatoria,Magwi,Panyakwawa PHCC,PHCC,MoH,4.08249,32.17878,Non functional
Eastern Equatoria,Magwi,Afoyi PHCU (Kit 4),PHCU,MoH,4.07615,31.95873,Functional
Eastern Equatoria,Magwi,Amee PHCU,PHCU,MoH,4.060401,32.069,Functional
Eastern Equatoria,Magwi,Obbo PHCC,PHCC,MoH,4.04457,32.42419,Functional
Eastern Equatoria,Magwi,Moli PHCC,PHCC,MoH,4.03083,31.95462,Functional
Eastern Equatoria,Magwi,Kalisoni PHCU,PHCU,MoH,4.030811,32.487555,Functional
Eastern Equatoria,Magwi,Palotaka PHCU,PHCU,MoH,4.02295,32.47198,Functional
Eastern Equatoria,Magwi,Moliadro PHCU,PHCU,MoH,3.98799,31.86845,Functional
Eastern Equatoria,Magwi,Lagii PHCU,PHCU,MoH,3.970047,32.052427,Functional
Eastern Equatoria,Magwi,Winyol Wonga PHCU,PHCU,MoH,3.933728,32.188541,Functional
Eastern Equatoria,Magwi,Opari PHCC_1,PHCC,MoH,3.92338,32.06751,Functional
Eastern Equatoria,Magwi,Palwar PHCU,PHCU,MoH,3.9175,32.59803,Functional
Eastern Equatoria,Magwi,Borongole PHCU Beth Israel,PHCU,MoH,3.90636,31.93682,Functional
Eastern Equatoria,Magwi,Kerepi PHCU,PHCU,MoH,3.90251,31.92482,Functional
Eastern Equatoria,Magwi,Patibi PHCU,PHCU,MoH,3.88047,32.01909,Functional
Eastern Equatoria,Magwi,Lomariti PHCU,PHCU,MoH,3.88,32.72,Non functional
Eastern Equatoria,Magwi,Kichenga PHCU,PHCU,MoH,3.877638,32.626849,Functional
Eastern Equatoria,Magwi,Lawaci PHCU,PHCU,MoH,3.871792,32.479378,Functional
Eastern Equatoria,Magwi,Caigon PHCU,PHCU,MoH,3.87,32.48,Functional
Eastern Equatoria,Magwi,Dioces Of Torit PHCU,PHCU,MoH,3.86987,32.47445,Functional
Eastern Equatoria,Magwi,Pageri PHCU,PHCU,MoH,3.867328,31.957204,Functional
Eastern Equatoria,Magwi,Pajok PHCC,PHCC,MoH,3.85973,32.48388,Functional
Eastern Equatoria,Magwi,Lerwa PHCU,PHCU,MoH,3.85967,32.48395,Functional
Eastern Equatoria,Magwi,Orobe PHCU,PHCU,MoH,3.857339,31.958387,Functional
Eastern Equatoria,Magwi,Pareri PHCC,PHCC,MoH,3.85662,31.96052,Functional
Eastern Equatoria,Magwi,Arapi PHCU,PHCU,MoH,3.847437,31.968197,Functional
Eastern Equatoria,Magwi,Owinykibul PHCU,PHCU,MoH,3.84111,32.26569,Functional
Eastern Equatoria,Magwi,Owinykibul PHCU,PHCU,MoH,3.84111,32.26569,Functional
Eastern Equatoria,Magwi,Nyaciga Jun. Offi. Military Academy (Njoma),PHCC,MoH,3.84041,32.25167,Functional
Eastern Equatoria,Magwi,Offi PHCU_Longelwa,PHCU,MoH,3.84041,32.25167,Functional
Eastern Equatoria,Magwi,Ayii PHCU,PHCU,MoH,3.816767,32.762061,Functional
Eastern Equatoria,Magwi,Lowoa Mission CDOT PHCC,PHCC,Mission-NGO,3.807272,31.962084,Functional
Eastern Equatoria,Magwi,Loa Mission PHCC,PHCC,Mission-NGO,3.80618,31.96212,Functional
Eastern Equatoria,Magwi,Sudanese Gospel Mission PHCC,PHCC,Mission-NGO,3.7988,31.98141,Functional
Eastern Equatoria,Magwi,Lobone PHCC,PHCC,MoH,3.79789,32.76134,Functional
Eastern Equatoria,Magwi,Loa PHCU,PHCU,MoH,3.79774,31.98244,Non Functional
Eastern Equatoria,Magwi,Pogee PHCU,PHCU,MoH,3.76672,32.5188,Non Functional
Eastern Equatoria,Magwi,Bilinyang PHCU,PHCU,MoH,3.62495,32.15386,Functional
Eastern Equatoria,Magwi,Ganzi PHCU,PHCU,MoH,3.61419,32.16333,Functional
Eastern Equatoria,Magwi,Nimule Hospital,County Hospital,MoH,3.60029,32.05674,Functional
Eastern Equatoria,Magwi,Masindi PHCU,PHCU,MoH,3.58986,32.17752,Functional
Eastern Equatoria,Magwi,Nimule PHCC Cdot,PHCC,MoH,3.58503,32.08616,Functional
Eastern Equatoria,Magwi,Anzara PHCU,PHCU,MoH,3.584174,32.092229,Functional
Eastern Equatoria,Magwi,Olikwi PHCU,PHCU,MoH,3.57093,32.07906,Functional
Eastern Equatoria,Magwi,Mutebwa PHCU,PHCU,MoH,3.566732,32.197628,Functional
Eastern Equatoria,Magwi,Longu PHCU,PHCU,MoH,3.56648,32.13251,Functional
Eastern Equatoria,Magwi,Mugali Ii PHCC,PHCC,MoH,3.56646,32.19721,Functional
Eastern Equatoria,Torit,Ohiri PHCU,PHCU,MoH,4.73081,32.51035,Functional
Eastern Equatoria,Torit,Ohila PHCU,PHCU,MoH,4.65465,32.48135,Functional
Eastern Equatoria,Torit,Ohila PHCU,PHCU,MoH,4.65465,32.48135,Functional
Eastern Equatoria,Torit,Loronyo PHCU,PHCU,MoH,4.64939,32.6454,Functional
Eastern Equatoria,Torit,Ongelet PHCU,PHCU,MoH,4.6092,32.67681,Functional
Eastern Equatoria,Torit,Hidonge Malangit PHCU,PHCU,MoH,4.59821,32.81708,Functional
Eastern Equatoria,Torit,Hidonge Ifura PHCU,PHCU,MoH,4.58613,32.79688,Functional
Eastern Equatoria,Torit,Oriaju PHCU,PHCU,MoH,4.57174,32.72784,Functional
Eastern Equatoria,Torit,Osito PHCU,PHCU,MoH,4.55415,32.48775,Functional
Eastern Equatoria,Torit,Kudo PHCC,PHCC,MoH,4.54853,32.22776,Functional
Eastern Equatoria,Torit,Bur Muttaram PHCU,PHCU,MoH,4.52591,32.49406,Functional
Eastern Equatoria,Torit,Bur PHCU,PHCU,MoH,4.52591,32.49406,Functional
Eastern Equatoria,Torit,Muhatiga PHCU,PHCU,MoH,4.51026,32.78444,Functional
Eastern Equatoria,Torit,Mura-Hatiha PHCU,PHCU,MoH,4.51026,32.78444,Functional
Eastern Equatoria,Torit,Lofiri PHCU,PHCU,MoH,4.503965,32.348543,Functional
Eastern Equatoria,Torit,Ilieu PHCU,PHCU,MoH,4.50312,32.97533,Functional
